"Date","Site.Name","PM2.5","Ozone"
2020-05-27,"Frying Pan Mountain",NA,36
2020-05-27,"Garinger High School",46,32.5
2020-05-27,"Hattie Avenue",31,34
2020-05-27,"Leggett",20,34
2020-05-27,"Linville Falls",NA,38
2020-05-27,"Mendenhall School",26,35
2020-05-27,"Millbrook School",34.6,36.5
2020-05-27,"Pitt Agri. Center",34,34
2020-05-27,"West Johnston Co.",33.5,34
2020-05-28,"Bryson City",30,24.5
2020-05-28,"Castle Hayne",52,39
2020-05-28,"Clemmons Middle",37,33.5
2020-05-28,"Durham Armory",28.5,34
2020-05-28,"Frying Pan Mountain",NA,32.5
2020-05-28,"Garinger High School",39.6666666666667,35
2020-05-28,"Hattie Avenue",35,33
2020-05-28,"Leggett",11,34
2020-05-28,"Linville Falls",NA,29.5
2020-05-28,"Mendenhall School",14,45
2020-05-28,"Millbrook School",36.25,41
2020-05-28,"Pitt Agri. Center",28,40
2020-05-28,"West Johnston Co.",36,35.5
2020-05-29,"Bryson City",48,30.5
2020-05-29,"Castle Hayne",49,43.5
2020-05-29,"Clemmons Middle",32.5,30.5
2020-05-29,"Durham Armory",22.3333333333333,33.5
2020-05-29,"Frying Pan Mountain",0,36.5
2020-05-29,"Garinger High School",16,24
2020-05-29,"Hattie Avenue",26.6666666666667,22
2020-05-29,"Leggett",12,34.5
2020-05-29,"Linville Falls",5,31.5
2020-05-29,"Mendenhall School",25.5,30.5
2020-05-29,"Millbrook School",32.2,34
2020-05-29,"Pitt Agri. Center",30.6666666666667,36.5
2020-05-29,"West Johnston Co.",34,36
2020-05-30,"Bryson City",28,37
2020-05-30,"Castle Hayne",52,38
2020-05-30,"Clemmons Middle",41,43
2020-05-30,"Durham Armory",35.6666666666667,43
2020-05-30,"Frying Pan Mountain",NA,41
2020-05-30,"Garinger High School",39.5,37.5
2020-05-30,"Hattie Avenue",40.3333333333333,44.5
2020-05-30,"Leggett",20,44.5
2020-05-30,"Linville Falls",NA,38
2020-05-30,"Mendenhall School",36,47.5
2020-05-30,"Millbrook School",43.4,44.5
2020-05-30,"Pitt Agri. Center",44.3333333333333,50
2020-05-30,"West Johnston Co.",40.5,36
2020-05-31,"Bryson City",26,39
2020-05-31,"Castle Hayne",43,33.5
2020-05-31,"Clemmons Middle",35.5,39.5
2020-05-31,"Durham Armory",33.5,36
2020-05-31,"Frying Pan Mountain",NA,50.5
2020-05-31,"Garinger High School",25,48.5
2020-05-31,"Hattie Avenue",28,42
2020-05-31,"Leggett",26,33.5
2020-05-31,"Linville Falls",NA,40.5
2020-05-31,"Mendenhall School",32.5,43.5
2020-05-31,"Millbrook School",41,39.5
2020-05-31,"Pitt Agri. Center",40.5,38
2020-05-31,"West Johnston Co.",42.5,41
2020-06-01,"Bryson City",31.5,47
2020-06-01,"Castle Hayne",14,47.5
2020-06-01,"Clemmons Middle",34.5,45
2020-06-01,"Durham Armory",28,47
2020-06-01,"Frying Pan Mountain",14,55.5
2020-06-01,"Garinger High School",26,55.5
2020-06-01,"Hattie Avenue",24,47.5
2020-06-01,"Leggett",30,54
2020-06-01,"Linville Falls",15,46
2020-06-01,"Mendenhall School",29.5,49
2020-06-01,"Millbrook School",31,61.5
2020-06-01,"Pitt Agri. Center",31.6666666666667,54.5
2020-06-01,"West Johnston Co.",37.5,44.5
2020-06-02,"Bryson City",38.5,45
2020-06-02,"Castle Hayne",22.5,53
2020-06-02,"Clemmons Middle",41.3333333333333,48
2020-06-02,"Durham Armory",38.3333333333333,50.5
2020-06-02,"Frying Pan Mountain",NA,51.5
2020-06-02,"Garinger High School",41.5,62
2020-06-02,"Hattie Avenue",35,49
2020-06-02,"Leggett",33,53.5
2020-06-02,"Linville Falls",NA,46.5
2020-06-02,"Mendenhall School",32,54.5
2020-06-02,"Millbrook School",36.4,54
2020-06-02,"Pitt Agri. Center",34.6666666666667,65.5
2020-06-02,"West Johnston Co.",40.5,53.5
2020-06-03,"Bryson City",43,24.5
2020-06-03,"Castle Hayne",34,49
2020-06-03,"Clemmons Middle",48,44.5
2020-06-03,"Durham Armory",38,42
2020-06-03,"Frying Pan Mountain",NA,50
2020-06-03,"Garinger High School",30,58.5
2020-06-03,"Hattie Avenue",35,44.5
2020-06-03,"Leggett",33.5,41.5
2020-06-03,"Linville Falls",NA,46
2020-06-03,"Mendenhall School",35,45
2020-06-03,"Millbrook School",41.75,46.5
2020-06-03,"Pitt Agri. Center",33,45.5
2020-06-03,"West Johnston Co.",43.5,44.5
2020-06-04,"Bryson City",40.5,54
2020-06-04,"Castle Hayne",22.5,47
2020-06-04,"Clemmons Middle",32,59.5
2020-06-04,"Durham Armory",24.3333333333333,67.5
2020-06-04,"Frying Pan Mountain",15,64
2020-06-04,"Garinger High School",36,72
2020-06-04,"Hattie Avenue",23,64
2020-06-04,"Leggett",25.5,54
2020-06-04,"Linville Falls",16,51.5
2020-06-04,"Mendenhall School",24,64
2020-06-04,"Millbrook School",29.4,72
2020-06-04,"Pitt Agri. Center",22.3333333333333,61
2020-06-04,"West Johnston Co.",29,66
2020-06-05,"Bryson City",43,38.5
2020-06-05,"Castle Hayne",25.5,46
2020-06-05,"Clemmons Middle",40.5,48.5
2020-06-05,"Durham Armory",46.3333333333333,49
2020-06-05,"Frying Pan Mountain",NA,64
2020-06-05,"Garinger High School",46.8,69
2020-06-05,"Hattie Avenue",38.5,52
2020-06-05,"Leggett",46,47
2020-06-05,"Linville Falls",NA,41
2020-06-05,"Mendenhall School",39,66.5
2020-06-05,"Millbrook School",46,62
2020-06-05,"Pitt Agri. Center",40,47.5
2020-06-05,"West Johnston Co.",45.5,49.5
2020-06-06,"Bryson City",34.5,41
2020-06-06,"Castle Hayne",24,57
2020-06-06,"Clemmons Middle",48.5,56
2020-06-06,"Durham Armory",49,52.5
2020-06-06,"Frying Pan Mountain",NA,58
2020-06-06,"Garinger High School",39.25,56.5
2020-06-06,"Hattie Avenue",44.5,58.5
2020-06-06,"Leggett",47.5,53
2020-06-06,"Linville Falls",NA,54
2020-06-06,"Mendenhall School",46,69
2020-06-06,"Millbrook School",49,65
2020-06-06,"Pitt Agri. Center",48.5,69
2020-06-06,"West Johnston Co.",50.5,67
2020-06-07,"Bryson City",27,42.5
2020-06-07,"Castle Hayne",40,46.5
2020-06-07,"Clemmons Middle",38.5,54
2020-06-07,"Durham Armory",40.3333333333333,36.5
2020-06-07,"Frying Pan Mountain",35,42.5
2020-06-07,"Garinger High School",41,47
2020-06-07,"Hattie Avenue",35.75,56.5
2020-06-07,"Leggett",43,37
2020-06-07,"Linville Falls",33,34
2020-06-07,"Mendenhall School",35.5,49.5
2020-06-07,"Millbrook School",47.2,44.5
2020-06-07,"Pitt Agri. Center",38,43.5
2020-06-07,"West Johnston Co.",49,41
2020-06-08,"Bryson City",19,36
2020-06-08,"Castle Hayne",10.5,39.5
2020-06-08,"Clemmons Middle",30.3333333333333,60
2020-06-08,"Durham Armory",31,63
2020-06-08,"Frying Pan Mountain",NA,51.5
2020-06-08,"Garinger High School",30.25,60.5
2020-06-08,"Hattie Avenue",27,67
2020-06-08,"Leggett",40,44.5
2020-06-08,"Linville Falls",NA,40.5
2020-06-08,"Mendenhall School",32.5,51.5
2020-06-08,"Millbrook School",37.6,53
2020-06-08,"Pitt Agri. Center",37.6666666666667,41
2020-06-08,"West Johnston Co.",41,44.5
2020-06-09,"Bryson City",10,33
2020-06-09,"Castle Hayne",4,31
2020-06-09,"Clemmons Middle",41.5,42.5
2020-06-09,"Durham Armory",31,47
2020-06-09,"Frying Pan Mountain",NA,46
2020-06-09,"Garinger High School",NA,41
2020-06-09,"Hattie Avenue",36,44.5
2020-06-09,"Leggett",28,34.5
2020-06-09,"Linville Falls",NA,37
2020-06-09,"Mendenhall School",34,39.5
2020-06-09,"Millbrook School",35.5,37
2020-06-09,"Pitt Agri. Center",25,32
2020-06-09,"West Johnston Co.",30.5,34.5
2020-06-10,"Bryson City",18,33.5
2020-06-10,"Castle Hayne",4.5,33
2020-06-10,"Clemmons Middle",42.5,49.5
2020-06-10,"Durham Armory",28.6666666666667,38
2020-06-10,"Frying Pan Mountain",37,44.5
2020-06-10,"Garinger High School",44,42
2020-06-10,"Hattie Avenue",41,49.5
2020-06-10,"Leggett",28.5,35.5
2020-06-10,"Linville Falls",39,38
2020-06-10,"Mendenhall School",31,55.5
2020-06-10,"Millbrook School",35.6,38
2020-06-10,"Pitt Agri. Center",19.3333333333333,33
2020-06-10,"West Johnston Co.",35,36
2020-06-11,"Bryson City",22,39.5
2020-06-11,"Castle Hayne",22.5,36.5
2020-06-11,"Clemmons Middle",34.5,42.5
2020-06-11,"Durham Armory",20.6666666666667,36
2020-06-11,"Frying Pan Mountain",NA,44
2020-06-11,"Garinger High School",21,57
2020-06-11,"Hattie Avenue",31.5,43
2020-06-11,"Leggett",26,36.5
2020-06-11,"Linville Falls",NA,36.5
2020-06-11,"Mendenhall School",25,40
2020-06-11,"Millbrook School",30.2,38
2020-06-11,"Pitt Agri. Center",23,42
2020-06-11,"West Johnston Co.",29.5,38.5
2020-06-12,"Bryson City",31,34.5
2020-06-12,"Castle Hayne",11.5,32.5
2020-06-12,"Clemmons Middle",31.5,34.5
2020-06-12,"Durham Armory",23,32.5
2020-06-12,"Frying Pan Mountain",NA,44
2020-06-12,"Garinger High School",23.6666666666667,33
2020-06-12,"Hattie Avenue",27.5,36
2020-06-12,"Leggett",22,33.5
2020-06-12,"Linville Falls",NA,37
2020-06-12,"Mendenhall School",22.5,33.5
2020-06-12,"Millbrook School",27.5,33
2020-06-12,"Pitt Agri. Center",23.5,34.5
2020-06-12,"West Johnston Co.",26.5,34.5
2020-06-13,"Bryson City",27,36.5
2020-06-13,"Castle Hayne",21.5,37.5
2020-06-13,"Clemmons Middle",35.5,46
2020-06-13,"Durham Armory",25.6666666666667,37.5
2020-06-13,"Frying Pan Mountain",NA,40.5
2020-06-13,"Garinger High School",31.5,42.5
2020-06-13,"Hattie Avenue",32.75,45
2020-06-13,"Leggett",25,39
2020-06-13,"Linville Falls",18,36.5
2020-06-13,"Mendenhall School",21.5,52
2020-06-13,"Millbrook School",31.6,41.5
2020-06-13,"Pitt Agri. Center",27,42
2020-06-13,"West Johnston Co.",32.5,36
2020-06-14,"Bryson City",27,40.5
2020-06-14,"Castle Hayne",21.5,46.5
2020-06-14,"Clemmons Middle",24.3333333333333,43.5
2020-06-14,"Durham Armory",20.3333333333333,41
2020-06-14,"Frying Pan Mountain",NA,56.5
2020-06-14,"Garinger High School",27.75,61
2020-06-14,"Hattie Avenue",22,45
2020-06-14,"Leggett",30.5,39
2020-06-14,"Linville Falls",NA,42
2020-06-14,"Mendenhall School",27,51
2020-06-14,"Millbrook School",30.6,44.5
2020-06-14,"Pitt Agri. Center",26.3333333333333,45
2020-06-14,"West Johnston Co.",33.5,47.5
2020-06-15,"Bryson City",43,45
2020-06-15,"Castle Hayne",13,51
2020-06-15,"Clemmons Middle",39.5,75
2020-06-15,"Durham Armory",39.5,57.5
2020-06-15,"Frying Pan Mountain",NA,54
2020-06-15,"Garinger High School",38,73.5
2020-06-15,"Hattie Avenue",32.5,72
2020-06-15,"Leggett",34.5,52.5
2020-06-15,"Linville Falls",NA,44
2020-06-15,"Mendenhall School",30.5,64
2020-06-15,"Millbrook School",45.5,60.5
2020-06-15,"Pitt Agri. Center",37,56.5
2020-06-15,"West Johnston Co.",50,59
2020-06-16,"Bryson City",50,38
2020-06-16,"Castle Hayne",12,44
2020-06-16,"Clemmons Middle",53.5,52
2020-06-16,"Durham Armory",46,52
2020-06-16,"Frying Pan Mountain",36,47
2020-06-16,"Garinger High School",49.75,51
2020-06-16,"Hattie Avenue",47.6666666666667,60.5
2020-06-16,"Leggett",43,52
2020-06-16,"Linville Falls",41,45.5
2020-06-16,"Mendenhall School",47.5,56.5
2020-06-16,"Millbrook School",48,54
2020-06-16,"Pitt Agri. Center",36,48.5
2020-06-16,"West Johnston Co.",48,49
2020-06-17,"Bryson City",28,34
2020-06-17,"Castle Hayne",9,35
2020-06-17,"Clemmons Middle",54,50.5
2020-06-17,"Durham Armory",48.3333333333333,38
2020-06-17,"Frying Pan Mountain",NA,42.5
2020-06-17,"Garinger High School",39.5,52
2020-06-17,"Hattie Avenue",45,57.5
2020-06-17,"Leggett",43.5,44
2020-06-17,"Linville Falls",NA,34
2020-06-17,"Mendenhall School",47.5,57.5
2020-06-17,"Millbrook School",48.2,43
2020-06-17,"Pitt Agri. Center",33.6666666666667,43.5
2020-06-17,"West Johnston Co.",43.5,37.5
2020-06-18,"Bryson City",8,27.5
2020-06-18,"Castle Hayne",14.5,29
2020-06-18,"Clemmons Middle",38,38.5
2020-06-18,"Durham Armory",41,30
2020-06-18,"Frying Pan Mountain",NA,36.5
2020-06-18,"Garinger High School",30,60.5
2020-06-18,"Hattie Avenue",33,39
2020-06-18,"Leggett",42,36.5
2020-06-18,"Linville Falls",NA,32
2020-06-18,"Mendenhall School",35.5,40
2020-06-18,"Millbrook School",46,42.5
2020-06-18,"Pitt Agri. Center",36,40
2020-06-18,"West Johnston Co.",41,55
2020-06-19,"Bryson City",12,31.5
2020-06-19,"Castle Hayne",20,35
2020-06-19,"Clemmons Middle",40.5,38.5
2020-06-19,"Durham Armory",44,41
2020-06-19,"Frying Pan Mountain",32,45
2020-06-19,"Garinger High School",34.75,47.5
2020-06-19,"Hattie Avenue",48,40
2020-06-19,"Leggett",42.5,27
2020-06-19,"Linville Falls",42,30
2020-06-19,"Mendenhall School",37.5,48
2020-06-19,"Millbrook School",47,51.5
2020-06-19,"Pitt Agri. Center",43.6666666666667,58
2020-06-19,"West Johnston Co.",42,53.5
2020-06-20,"Bryson City",NA,34.5
2020-06-20,"Castle Hayne",32.5,40
2020-06-20,"Clemmons Middle",37.6666666666667,42.5
2020-06-20,"Durham Armory",30.6666666666667,38
2020-06-20,"Frying Pan Mountain",NA,38.5
2020-06-20,"Garinger High School",40.75,45
2020-06-20,"Hattie Avenue",35.6666666666667,40
2020-06-20,"Leggett",37,43
2020-06-20,"Linville Falls",NA,39
2020-06-20,"Mendenhall School",38.5,44.5
2020-06-20,"Millbrook School",33.8,51
2020-06-20,"Pitt Agri. Center",32.6666666666667,48.5
2020-06-20,"West Johnston Co.",36.5,57.5
2020-06-21,"Bryson City",NA,29
2020-06-21,"Castle Hayne",30,43.5
2020-06-21,"Clemmons Middle",31.5,37.5
2020-06-21,"Durham Armory",30,40.5
2020-06-21,"Frying Pan Mountain",NA,43.5
2020-06-21,"Garinger High School",32.6666666666667,42.5
2020-06-21,"Hattie Avenue",30.5,37.5
2020-06-21,"Leggett",33.5,42
2020-06-21,"Linville Falls",NA,32.5
2020-06-21,"Mendenhall School",28.5,41.5
2020-06-21,"Millbrook School",37.25,45
2020-06-21,"Pitt Agri. Center",33,47
2020-06-21,"West Johnston Co.",40,41
2020-06-22,"Bryson City",21.5,31
2020-06-22,"Castle Hayne",35.5,41.5
2020-06-22,"Clemmons Middle",29.5,44
2020-06-22,"Durham Armory",29,40
2020-06-22,"Frying Pan Mountain",15,42.5
2020-06-22,"Garinger High School",28.75,49.5
2020-06-22,"Hattie Avenue",30.6666666666667,45.5
2020-06-22,"Leggett",43.5,38.5
2020-06-22,"Linville Falls",20,32
2020-06-22,"Mendenhall School",28.5,44.5
2020-06-22,"Millbrook School",41.2,41
2020-06-22,"Pitt Agri. Center",42.3333333333333,41
2020-06-22,"West Johnston Co.",49,39
2020-06-23,"Bryson City",23.5,31.5
2020-06-23,"Castle Hayne",34,36.5
2020-06-23,"Clemmons Middle",36.5,41
2020-06-23,"Durham Armory",36,43.5
2020-06-23,"Frying Pan Mountain",NA,39.5
2020-06-23,"Garinger High School",39.25,43.5
2020-06-23,"Hattie Avenue",33.6666666666667,43
2020-06-23,"Leggett",42,41
2020-06-23,"Linville Falls",NA,33.5
2020-06-23,"Mendenhall School",30.5,44
2020-06-23,"Millbrook School",42.2,41.5
2020-06-23,"Pitt Agri. Center",37.3333333333333,39.5
2020-06-23,"West Johnston Co.",49.5,37
2020-06-24,"Bryson City",33,23.5
2020-06-24,"Castle Hayne",30.5,43
2020-06-24,"Clemmons Middle",41.5,39
2020-06-24,"Durham Armory",37.5,38.5
2020-06-24,"Frying Pan Mountain",NA,42.5
2020-06-24,"Garinger High School",46,36
2020-06-24,"Hattie Avenue",38.5,39
2020-06-24,"Leggett",50,44
2020-06-24,"Linville Falls",NA,34
2020-06-24,"Mendenhall School",40,44
2020-06-24,"Millbrook School",45.75,44
2020-06-24,"Pitt Agri. Center",42,46
2020-06-24,"West Johnston Co.",53,38.5
2020-06-25,"Bryson City",21.5,32.5
2020-06-25,"Castle Hayne",29.5,45
2020-06-25,"Clemmons Middle",30.5,38.5
2020-06-25,"Durham Armory",35.3333333333333,40.5
2020-06-25,"Frying Pan Mountain",21,40.5
2020-06-25,"Garinger High School",29.25,54.5
2020-06-25,"Hattie Avenue",27,37
2020-06-25,"Leggett",35,38
2020-06-25,"Linville Falls",20,32
2020-06-25,"Mendenhall School",25,40.5
2020-06-25,"Millbrook School",37,42.5
2020-06-25,"Pitt Agri. Center",37,42.5
2020-06-25,"West Johnston Co.",36.5,43.5
2020-06-26,"Bryson City",23,27.5
2020-06-26,"Castle Hayne",20,42.5
2020-06-26,"Clemmons Middle",27.3333333333333,40.5
2020-06-26,"Durham Armory",32.3333333333333,38
2020-06-26,"Frying Pan Mountain",NA,40.5
2020-06-26,"Garinger High School",28.75,45
2020-06-26,"Hattie Avenue",24.3333333333333,40.5
2020-06-26,"Leggett",34.5,42
2020-06-26,"Linville Falls",NA,33
2020-06-26,"Mendenhall School",20,37.5
2020-06-26,"Millbrook School",34.6,40.5
2020-06-26,"Pitt Agri. Center",35.6666666666667,40
2020-06-26,"West Johnston Co.",34,37.5
2020-06-27,"Bryson City",23,33.5
2020-06-27,"Castle Hayne",18.5,50
2020-06-27,"Clemmons Middle",36.5,51
2020-06-27,"Durham Armory",37.5,49
2020-06-27,"Frying Pan Mountain",NA,51
2020-06-27,"Garinger High School",36.3333333333333,54
2020-06-27,"Hattie Avenue",30,53
2020-06-27,"Leggett",41,48.5
2020-06-27,"Linville Falls",NA,38
2020-06-27,"Mendenhall School",30.5,48
2020-06-27,"Millbrook School",43.75,61
2020-06-27,"Pitt Agri. Center",41.5,49.5
2020-06-27,"West Johnston Co.",42.5,56
2020-06-28,"Bryson City",NA,34.5
2020-06-28,"Castle Hayne",23.5,59.5
2020-06-28,"Clemmons Middle",41.5,47
2020-06-28,"Durham Armory",35.6666666666667,56.5
2020-06-28,"Frying Pan Mountain",20,47.5
2020-06-28,"Garinger High School",37.75,71
2020-06-28,"Hattie Avenue",31,53.5
2020-06-28,"Leggett",47.5,56.5
2020-06-28,"Linville Falls",24,38.5
2020-06-28,"Mendenhall School",37.5,62.5
2020-06-28,"Millbrook School",41.6,70
2020-06-28,"Pitt Agri. Center",42.6666666666667,67.5
2020-06-28,"West Johnston Co.",45.5,56.5
2020-06-29,"Bryson City",NA,38
2020-06-29,"Castle Hayne",18,46.5
2020-06-29,"Clemmons Middle",50.5,62.5
2020-06-29,"Durham Armory",49.3333333333333,65.5
2020-06-29,"Frying Pan Mountain",NA,47
2020-06-29,"Garinger High School",45.75,62.5
2020-06-29,"Hattie Avenue",44,64.5
2020-06-29,"Leggett",46.5,58.5
2020-06-29,"Linville Falls",NA,42
2020-06-29,"Mendenhall School",46,70
2020-06-29,"Millbrook School",50.6,63
2020-06-29,"Pitt Agri. Center",41.3333333333333,60
2020-06-29,"West Johnston Co.",49,58.5
2020-06-30,"Bryson City",NA,39
2020-06-30,"Castle Hayne",19.5,39
2020-06-30,"Clemmons Middle",53.5,55.5
2020-06-30,"Durham Armory",46,45
2020-06-30,"Frying Pan Mountain",NA,46
2020-06-30,"Garinger High School",47.3333333333333,46.5
2020-06-30,"Hattie Avenue",45,55.5
2020-06-30,"Leggett",52,47.5
2020-06-30,"Linville Falls",NA,44
2020-06-30,"Mendenhall School",45.5,54.5
2020-06-30,"Millbrook School",53.5,53.5
2020-06-30,"Pitt Agri. Center",44,48.5
2020-06-30,"West Johnston Co.",53,49.5
2020-07-01,"Bryson City",45,34.5
2020-07-01,"Castle Hayne",25,40
2020-07-01,"Clemmons Middle",40,42.5
2020-07-01,"Durham Armory",34,45
2020-07-01,"Frying Pan Mountain",12,40.5
2020-07-01,"Garinger High School",35.5,56
2020-07-01,"Hattie Avenue",37,44
2020-07-01,"Leggett",35.5,43
2020-07-01,"Linville Falls",25,39.5
2020-07-01,"Mendenhall School",39.5,44.5
2020-07-01,"Millbrook School",38,44.5
2020-07-01,"Pitt Agri. Center",34,43.5
2020-07-01,"West Johnston Co.",38,44.5
2020-07-02,"Bryson City",32,34
2020-07-02,"Castle Hayne",21,39.5
2020-07-02,"Clemmons Middle",35.6666666666667,42
2020-07-02,"Durham Armory",37.3333333333333,48.5
2020-07-02,"Frying Pan Mountain",NA,38.5
2020-07-02,"Garinger High School",46,81.5
2020-07-02,"Hattie Avenue",34,45.5
2020-07-02,"Leggett",43.5,53
2020-07-02,"Linville Falls",NA,31.5
2020-07-02,"Mendenhall School",32.5,57
2020-07-02,"Millbrook School",46,62.5
2020-07-02,"Pitt Agri. Center",36.5,54
2020-07-02,"West Johnston Co.",52.5,48.5
2020-07-03,"Bryson City",27,32.5
2020-07-03,"Castle Hayne",35.5,43
2020-07-03,"Clemmons Middle",47,50.5
2020-07-03,"Durham Armory",39.5,52.5
2020-07-03,"Frying Pan Mountain",NA,44.5
2020-07-03,"Garinger High School",45.6666666666667,69.5
2020-07-03,"Hattie Avenue",41,54
2020-07-03,"Leggett",45.5,45.5
2020-07-03,"Linville Falls",NA,36
2020-07-03,"Mendenhall School",41.5,46.5
2020-07-03,"Millbrook School",47,55.5
2020-07-03,"Pitt Agri. Center",46.5,49.5
2020-07-03,"West Johnston Co.",49,65.5
2020-07-04,"Bryson City",43,36.5
2020-07-04,"Castle Hayne",14,35
2020-07-04,"Clemmons Middle",47.5,42
2020-07-04,"Durham Armory",50,33.5
2020-07-04,"Frying Pan Mountain",45,40.5
2020-07-04,"Garinger High School",54.75,40
2020-07-04,"Hattie Avenue",52.6666666666667,42
2020-07-04,"Leggett",38,37
2020-07-04,"Linville Falls",43,37
2020-07-04,"Mendenhall School",41,36
2020-07-04,"Millbrook School",47.8,38.5
2020-07-04,"Pitt Agri. Center",33,33.5
2020-07-04,"West Johnston Co.",44.5,37.5
2020-07-05,"Bryson City",38,28
2020-07-05,"Castle Hayne",8,28.5
2020-07-05,"Clemmons Middle",41.5,34
2020-07-05,"Durham Armory",29,42.5
2020-07-05,"Frying Pan Mountain",NA,31.5
2020-07-05,"Garinger High School",45.5,39
2020-07-05,"Hattie Avenue",40.6666666666667,42
2020-07-05,"Leggett",24.5,33.5
2020-07-05,"Linville Falls",NA,26.5
2020-07-05,"Mendenhall School",30,37.5
2020-07-05,"Millbrook School",37.4,41
2020-07-05,"Pitt Agri. Center",28.5,34.5
2020-07-05,"West Johnston Co.",32,39
2020-07-06,"Bryson City",30,27
2020-07-06,"Castle Hayne",0,26.5
2020-07-06,"Clemmons Middle",39,31.5
2020-07-06,"Durham Armory",17,34
2020-07-06,"Frying Pan Mountain",NA,36
2020-07-06,"Garinger High School",33.6666666666667,39.5
2020-07-06,"Hattie Avenue",34,34
2020-07-06,"Leggett",47,39
2020-07-06,"Linville Falls",NA,26.5
2020-07-06,"Mendenhall School",33,40.5
2020-07-06,"Millbrook School",35.25,38
2020-07-06,"Pitt Agri. Center",27,41
2020-07-06,"West Johnston Co.",32,37
2020-07-07,"Bryson City",35,27
2020-07-07,"Castle Hayne",23,32.5
2020-07-07,"Clemmons Middle",35,34.5
2020-07-07,"Durham Armory",24.5,31.5
2020-07-07,"Frying Pan Mountain",6,36
2020-07-07,"Garinger High School",40.25,36.5
2020-07-07,"Hattie Avenue",29,36.5
2020-07-07,"Leggett",41,30.5
2020-07-07,"Linville Falls",22,26.5
2020-07-07,"Mendenhall School",28,35
2020-07-07,"Millbrook School",33.2,33.5
2020-07-07,"Pitt Agri. Center",31.3333333333333,34.5
2020-07-07,"West Johnston Co.",37.5,29
2020-07-08,"Bryson City",30.5,31
2020-07-08,"Castle Hayne",10,31
2020-07-08,"Clemmons Middle",30,44
2020-07-08,"Durham Armory",29.5,35.5
2020-07-08,"Frying Pan Mountain",NA,50.5
2020-07-08,"Garinger High School",45.25,70.5
2020-07-08,"Hattie Avenue",27.3333333333333,45
2020-07-08,"Leggett",36,33
2020-07-08,"Linville Falls",NA,32.5
2020-07-08,"Mendenhall School",14,39
2020-07-08,"Millbrook School",35.4,40
2020-07-08,"Pitt Agri. Center",32,35
2020-07-08,"West Johnston Co.",34,35
2020-07-09,"Bryson City",33.5,36
2020-07-09,"Castle Hayne",13.5,31
2020-07-09,"Clemmons Middle",30,41.5
2020-07-09,"Durham Armory",25.5,37.5
2020-07-09,"Frying Pan Mountain",NA,40.5
2020-07-09,"Garinger High School",27.3333333333333,42.5
2020-07-09,"Hattie Avenue",27,40.5
2020-07-09,"Leggett",27,39
2020-07-09,"Linville Falls",NA,37
2020-07-09,"Mendenhall School",22,39.5
2020-07-09,"Millbrook School",27.75,43
2020-07-09,"Pitt Agri. Center",27,40
2020-07-09,"West Johnston Co.",25,42
2020-07-10,"Bryson City",36,36
2020-07-10,"Castle Hayne",20.5,58
2020-07-10,"Clemmons Middle",43,45
2020-07-10,"Durham Armory",41.6666666666667,64
2020-07-10,"Frying Pan Mountain",30,41.5
2020-07-10,"Garinger High School",38.25,52.5
2020-07-10,"Hattie Avenue",41.6666666666667,49.5
2020-07-10,"Leggett",42.5,59.5
2020-07-10,"Linville Falls",34,38
2020-07-10,"Mendenhall School",34,47
2020-07-10,"Millbrook School",40.6,60.5
2020-07-10,"Pitt Agri. Center",40.3333333333333,65.5
2020-07-10,"West Johnston Co.",39.5,60
2020-07-11,"Bryson City",32.5,33.5
2020-07-11,"Castle Hayne",35,53.5
2020-07-11,"Clemmons Middle",42.5,44.5
2020-07-11,"Durham Armory",39,46
2020-07-11,"Frying Pan Mountain",NA,43.5
2020-07-11,"Garinger High School",34.25,68.5
2020-07-11,"Hattie Avenue",36.6666666666667,49.5
2020-07-11,"Leggett",45.5,51
2020-07-11,"Linville Falls",NA,34.5
2020-07-11,"Mendenhall School",39.5,55
2020-07-11,"Millbrook School",47.25,64
2020-07-11,"Pitt Agri. Center",46.5,62.5
2020-07-11,"West Johnston Co.",54.5,62
2020-07-12,"Bryson City",35,31
2020-07-12,"Castle Hayne",29,37.5
2020-07-12,"Clemmons Middle",40,67
2020-07-12,"Durham Armory",40.5,46
2020-07-12,"Frying Pan Mountain",NA,41
2020-07-12,"Garinger High School",33.3333333333333,59
2020-07-12,"Hattie Avenue",39.5,60.5
2020-07-12,"Leggett",37.5,43.5
2020-07-12,"Linville Falls",NA,35
2020-07-12,"Mendenhall School",42,57.5
2020-07-12,"Millbrook School",44.6666666666667,45.5
2020-07-12,"Pitt Agri. Center",43,41
2020-07-12,"West Johnston Co.",45.5,39
2020-07-13,"Bryson City",28.5,28
2020-07-13,"Castle Hayne",16.5,36.5
2020-07-13,"Clemmons Middle",41,66.5
2020-07-13,"Durham Armory",45,48
2020-07-13,"Frying Pan Mountain",24,39.5
2020-07-13,"Garinger High School",39.25,50
2020-07-13,"Hattie Avenue",47.75,62
2020-07-13,"Leggett",47.5,44
2020-07-13,"Linville Falls",47,38.5
2020-07-13,"Mendenhall School",43,51.5
2020-07-13,"Millbrook School",45.4,47.5
2020-07-13,"Pitt Agri. Center",38.6666666666667,44
2020-07-13,"West Johnston Co.",43,56.5
2020-07-14,"Bryson City",29.5,30.5
2020-07-14,"Castle Hayne",20.5,38
